appid,name,developer_id,developer_name,rate,rate_num,supplier,size,genre,compatibility,language,age,copyright,price
1329204203,文件扫描宝 - 手机上的全能扫描仪软件,1264580765,Xiangping Meng,4.8,"2,049",Xiangping Meng,45.2 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"关闭广告
¥8.00


高级会员
¥38.00"
1558820680,一网阅读-全本小说大全,1582779615,黑金网络,3.0,2,"Fuzhou Heijin Network Technology Co., Ltd.",116.2 MB,参考资料,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的成人或性暗示题材，偶尔/轻微的色情内容或裸露，无限制网页访问，偶尔/轻微的卡通或幻想暴力,,免费
6450650378,Love名片,1694216880,Ahmet Aylin,-1,0,Ahmet Aylin,17.4 MB,工具,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 2023LOVE,免费
1462619359,遥望-美图社区,1462619358,北京鲸榄网络科技有限公司,4.7,6.1万,Beijing jinglan network technology co. LTD,356.3 MB,社交,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,简体中文,17+，偶尔/轻微的亵渎或低俗幽默，赌博，频繁/强烈的竞赛，偶尔/轻微的成人或性暗示题材，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的卡通或幻想暴力,免费,"图栏连续包月VIP
¥3.99


连续包月
¥9.00


图栏终身VIP
¥68.00


1个月会员
¥18.00


42 金币
¥8.00


10 金币
¥8.00


图栏连续包季VIP
¥9.00


180天VIP会员
¥27.00


图栏连续包年VIP
¥22.00


连续包季
¥45.00"
1577056514,Bable Pet- banho e tosa,1022501196,Leonardo Bortolotti,-1,0,Leonardo Bortolotti,36.3 MB,生活,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,葡萄牙文,4+,© 2021 Bable Pet,免费
6444621447,Spotistats for Spotify Stats,1453178103,Plus Apps Bilisim Teknolojileri Reklamcilik Limited Sirketi,4.8,238,Plus Apps Bilisim Teknolojileri Reklamcilik Limited Sirketi,95.5 MB,音乐,iPhone设备需装有iOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。Mac需要macOS 12.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"Spotistats for Spotify Music
¥38.00


Spotify Stats Pro
¥198.00


Stats for Spotify Music
¥38.00


Stats for Spotify Free
¥198.00


Spotistats for Spotify Stats
¥198.00


Spotistats for Spotify Stats
¥52.00"
1572499103,MP4Plus  视频转换mp4或mp3 PRO,904558410,ruquan zhang,4.8,612,ruquan zhang,156.1 MB,工具,iPhone设备需装有iOS9.3或更高版本。iPad设备需装有iPadOS9.3或更高版本。iPod touch设备需装有iOS9.3或更高版本。,丹麦文， 乌克兰文， 俄文， 克罗地亚文， 加泰罗尼亚文， 匈牙利文， 博克马尔文挪威文， 印地文， 印度尼西亚文， 土耳其文， 希伯来文， 希腊文， 德文， 意大利文， 捷克文， 斯洛伐克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,© QuanGe,¥38.00
1444747920,Hip-Hop Beat Maker - 音乐制作,1550086700,Gismart Limited,3.8,329,Gismart Ltd,461.8 MB,音乐,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,俄文， 德文， 意大利文， 日文， 法文， 简体中文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 韩文,4+,免费,"Trendy Sound Packs!
¥58.00


Hip-Hop Beat Maker - Premium
¥58.00


Hip-Hop Beat Maker - Premium
¥588.00


Get Unlimited Access!
¥40.00"
1141835258,Beat Maker Go - 打碟机打击垫和DJ鼓机,1550086700,Gismart Limited,4.4,7.2万,Gismart Ltd,420.2 MB,音乐,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 印地文， 德文， 意大利文， 日文， 法文， 简体中文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 韩文,4+,免费,"专业级功能完全访问权限
¥43.00


Music One - 专业级功能完全访问权限
¥70.00


Music One - 专业级功能完全访问权限
¥70.00


年度高级版订阅
¥208.00


Annual premium subscription
¥358.00


终生高级版
¥298.00


Lifetime Premium
¥328.00


 Annual premium subscription
¥178.00


Lifetime Premium
¥298.00


 Monthly premium subscription
¥108.00"
6444568529,小鹏证件照,1652460207,奔腾 李,2.0,16,奔腾 李,16.1 MB,效率,iPhone设备需装有iOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 卡卡证件相片.2022,免费
1599024313,录音转文字-录音机、培音录音软件,1591403347,Hefei Xuanhuang Information Technology Partnership,4.6,944,Hefei Xuanhuang Information Technology Partnership,53.4 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,免费,"连续包月会员
¥35.00


连续包周
¥38.00


一小时转写卡
¥22.00


录音机
¥108.00


连续包季
¥58.00


连续包月
¥78.00


录音转文字
¥108.00


连续包年限时优惠套餐
¥88.00


3小时转写卡
¥38.00


10小时转写卡
¥78.00"
1661537823,Zipym-解压缩神器&油猴脚本大师&m3u8合并专家Pro,1655494126,北京伊码网络科技有限公司,4.8,401,"Beijing Yima Network Technology Co., Ltd.",51.7 MB,效率,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，无限制网页访问,© Yima,¥15.00
1405459188,Scriptable,423532907,Simon B. Støvring,4.8,"7,167",Simon Stovring,27.6 MB,软件开发工具,iPhone设备需装有iOS15.5或更高版本。iPad设备需装有iPadOS15.5或更高版本。iPod touch设备需装有iOS15.5或更高版本。,丹麦文， 俄文， 博克马尔文挪威文， 土耳其文， 希伯来文， 德文， 意大利文， 日文， 泰文， 瑞典文， 简体中文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 阿拉伯文， 韩文， 马来文,17+，无限制网页访问,免费,"Small Tip
¥8.00


Medium Tip
¥22.00


Large Tip
¥38.00"
1156604932,Tracking For Trimble FabShop,322561665,Trimble Inc.,-1,0,Trimble Inc.,49.9 MB,商务,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,德文， 法文， 英文,4+,© (C) 2017 Trimble Inc.  All Rights Reserved,免费
1555986670,WorkPlus SE,1241215923,恒拓高科信息技术有限公司,5.0,2,Forever High Tech Ltd.,281.5 MB,软件开发工具,iPhone设备需装有iOS9.2或更高版本。iPad设备需装有iPadOS9.2或更高版本。iPod touch设备需装有iOS9.2或更高版本。,简体中文， 繁体中文， 英文,17+，无限制网页访问,© 深圳恒拓高科信息技术有限公司@2021,免费
1586436976,加解集 - 图片加密与解密工具合集,1586246611,晓晶 卞,3.9,159,晓晶 卞,20 MB,生活,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"长图拼接自动合成无缝拼接年会员
¥158.00


长图拼接网页截屏无缝拼接月会员
¥15.00"
1385368401,韵动吧,912173736,Sports Bar(Shanghai) Network Technology Company Limited,4.4,75,Sports Bar(Shanghai) Network Technology Company Limited,96 MB,体育,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© Sports Bar(Shanghai) Network Technology Company Limited,免费
1488281962,喜马拉雅极速版-畅听有声小说相声评书,1443746036,北京喜禾电子科技有限公司,4.6,5.8万,"Beijing Xihe Electronic Technology Co., Ltd.",150.2 MB,音乐,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文， 英文,4+,免费,"喜马拉雅极速版VIP连续包月
¥20.00


1个月会员
¥25.00


会员连续包季
¥58.00


会员连续包年
¥178.00


1年喜马拉雅VIP
¥238.00


3个月会员
¥73.00


42喜钻
¥6.00


1年会员
¥268.00


210喜钻
¥30.00


7喜钻
¥1.00"
948561128,らくメモ -らくチン＆シンプルなふせん風メモ帳アプリ-,455598658,Neos Corporation,3.0,1,Neos Corporation,20.2 MB,工具,iPhone设备需装有iOS7.0或更高版本。iPod touch设备需装有iOS7.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,日文， 英文,4+,© Neos Corpration,免费
1559205417,摩镜,1463909936,"Suzhou moduoduo information technology co., LTD.",-1,0,"Suzhou moduoduo information technology co., LTD.",39.8 MB,工具,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 2020 58moto.com,免费
377298193,iMovie 剪辑,284417353?mt=12,Apple,3.7,3.1万,Apple Distribution International,594.4 MB,摄影与录像,iPhone设备需装有iOS16.0或更高版本。iPad设备需装有iPadOS16.0或更高版本。,丹麦文， 乌克兰文， 俄文， 克罗地亚文， 加泰罗尼亚文， 匈牙利文， 博克马尔文挪威文， 印地文， 印度尼西亚文， 土耳其文， 希伯来文， 希腊文， 德文， 意大利文， 捷克文， 斯洛伐克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,© 2013-2022 Apple Inc. All rights reserved.,免费
1587565182,聚鲸融,1677273518,"Zhongmi Technology (Shenzhen) Co., Ltd.",2.2,112,"Zhongmi Technology Shenzhen Co., Ltd.",51.5 MB,生活,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,17+，无限制网页访问,免费,"钻石会员
¥15.00


钻石会员续费包
¥8.00


钻石会员体验包
¥8.00


钻石会员折扣包
¥8.00"
1453636017,取名字典-起名解名宝典,1005404186,"Hangzhou Lemi Network Technology Co., Ltd",4.9,"2,066","Hangzhou Lemi Network Technology Co., Ltd",59.8 MB,参考资料,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"取名字典专业版
¥18.00"
1544395736,UC大字版-头条资讯视频抢先看,1075782061,"Guangzhou Dongjing Computer Technology Co., Ltd.",4.4,"1,009","Guangzhou Dongjing Computer Technology Co., Ltd.",334.1 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文,17+，赌博，无限制网页访问，频繁/强烈的竞赛，偶尔/轻微的色情内容或裸露,Copyright © 2020 UCWeb Inc.,免费
718071182,灵占起名-易经周易八字取名起名字,503894467,"C C C Wisdom Co., Ltd",4.8,"1,889","C C C Wisdom Co., Ltd",163.4 MB,生活,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"顶级好名
¥88.00


精选好名字
¥30.00


高端好名
¥68.00


普通好名
¥40.00


宝宝预测
¥88.00


显示500个好名字
¥40.00


大师八字详批
¥88.00


显示全部好名字
¥68.00


姻缘预测
¥50.00


周易八字合婚
¥88.00"
1477946462,飞猫盘,1477946461,湖南飞慕网络科技有限公司,2.1,"2,065","Hunan Feimu Network Technology Co., Ltd.",187.6 MB,效率,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，无限制网页访问,免费,"连续包月服务
¥25.00


飞猫云一个月会员服务
¥38.00


橘猫Pro会员连续包月
¥30.00


飞猫盘两天会员服务
¥15.00


月度会员
¥30.00


飞猫盘青春版VIP连续包月
¥25.00


飞猫云三个月会员服务
¥88.00


VIP青春版 月度
¥28.00


飞猫盘1元首充会员服务
¥8.00


一年会员
¥128.00"
1180931725,美味商家,1523249283,美味不用等(上海)信息科技股份有限公司,4.3,41,Seatnow Shanghai Information Technology Co Ltd,106.4 MB,工具,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© pujing.inc,免费
1203229959,麦田思维-儿童思维逻辑益智启蒙工具,1101603870,"Shanghai MYTIAN Information Technology Co., Ltd.",3.9,693,"Shanghai MYTIAN Information Technology Co., Ltd.",621.5 MB,教育,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+（为，6–8，岁儿童设计）,免费,"永久内容包
¥198.00


思维25-36单元课程
¥123.00


思维13-24单元课程
¥123.00


思维1-12单元课程
¥123.00"
640076621,本来生活-中国家庭的优质食品购买平台,640076624,本来生活,4.3,"6,184","Beijing Benlai Technology Co., Ltd.",112.4 MB,美食佳饮,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,17+，赌博，频繁/强烈的烟酒或毒品使用或相关内容，频繁/强烈的竞赛,"© Beijing Benlai Technology Co., Ltd.",免费
1553660004,懒猫记账Pro-无广告、1秒启动,1501061855,春城 贾,4.6,"5,955",春城 贾,154.1 MB,财务,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,免费,"懒猫记账Pro永久会员
¥50.00


懒猫记账Pro永久会员30
¥30.00


新懒猫记账Pro永久会员
¥88.00


懒猫记账Pro月度自动续期会员
¥6.00


懒猫记账Pro年度自动续期会员
¥38.00


懒猫记账Pro永久会员40
¥40.00


懒猫记账Pro永久会员45
¥45.00


懒猫记账Pro月度自动续期会员12
¥12.00


懒猫记账Pro月度自动续期会员18
¥18.00


懒猫记账Pro月度自动续期会员15
¥15.00"
1447604784,中公开学,735754933,北京中公教育科技股份有限公司,3.5,838,"Beijing Offcn Education & Technology Co., Ltd.",506.6 MB,教育,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文， 英文,4+,"© Beijing Offcn Education Of Science And Technology  Shares Co.,Ltd",免费
1611993508,DevTools Extension,1602937604,浩鑫 庄,4.3,9,浩鑫 庄,1.5 MB,软件开发工具,iPhone设备需装有iOS15.2或更高版本。iPad设备需装有iPadOS15.2或更高版本。iPod touch设备需装有iOS15.2或更高版本。Mac需要macOS 12.1或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 2021 DebugAnywhere,免费
1603580985,维云智造,1603580987,南京维拓科技股份有限公司,4.5,8,"NanJing Witsoft Science and Technology Co.,Ltd",86.3 MB,软件开发工具,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© 南京维拓科技股份有限公司,免费
1068278823,Motivate- Daily Motivation,1068278822,Brave New Logic,3.3,3,Brave New Logic LLC,91.5 MB,健康健美,iPhone设备需装有iOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。,英文,12+，偶尔/轻微的现实暴力,免费,"Motivate Pro - Annual
¥648.00


Motivate Pro - Annual
¥308.00


Motivate Pro - Annual
¥698.00


Motivate Pro - Lifetime
¥2,998.00


Motivate Pro - Monthly
¥80.00"
