appid,recommend
1358605619,"['1536568727', '1535727202', '1378187774', '1061398944', '1550611302', '1527971159']"
847334708,"['416048305', '592331499', '1014277964', '1594288016', '875654777', '477678113', '481587094', '847347016', '1518736092', '1334582767', '1457476705', '1336411132']"
1453002039,"['1454351857', '1466182242', '1488412994', '981758488', '1213335257', '1507089420', '1184793295', '1214198511', '1522632497']"
911699257,"['554499054', '1044533613', '1460555288', '1319052177', '1496545193', '1305704437', '1186532674']"
1245007181,"['1119906864', '1134342972', '1385304773', '1360532630', '1532839429', '1522645988', '1115117590', '1245006307', '1492857933', '1476696455', '1481327874']"
1325419855,"['906995758', '1279609813', '852188634', '1483761787', '1561100956', '1550704282', '1080540714', '974568444', '1246135464', '1240025662', '1471486348', '1013711031']"
1132522839,"['1631938750', '1296697081', '1501788212', '1602105777', '1452437635', '1198155776', '1530797129']"
409128287,"['1099086012', '452707806', '436962860', '1200842933', '388947468', '358305912', '499587380', '602660809']"
570060128,"['635966718', '520436541', '939540371', '829587759', '1519599004', '1225242754']"
493489515,"['1275488238', '1546951671', '1435791323', '1610125747', '972572473', '1395140151', '1500360257', '552363252', '591741696']"
1436675436,"['876336838', '1224509771', '1343756221', '1591895485', '1548233137', '560449213', '998790080', '1278879370', '1438382848', '1176775033']"
475966832,"['447313708', '1197127152', '1050026637', '1134419742', '388089858', '1189030185']"
1606462833,"['1623018593', '1492899154', '1525190009', '1413676670', '1559594834', '1601403044', '1560559465']"
1455959410,"['1605444043', '1168491606', '1254315679', '1444973101', '1574308776', '1531841341', '1527576076', '1546696538', '789568297', '1542981166', '1449232425', '840880551']"
879996273,"['1137854558', '1232132012', '826845867', '1465193738', '1465195936', '635830970', '1064012897', '1098102973', '542636127', '1457548763', '564760110']"
478834039,"['531372360', '521634552', '911261462', '919502358', '923920872', '958417066', '1552354076']"
984804729,"['933076130', '1223819664', '1488046650', '582204969', '727578007', '841386224', '992334854', '1100539967', '961159303']"
1508494714,"['750829891', '1457521423', '1563881313', '1477774547', '1238587231', '1223389058']"
578186621,"['600376685', '1110287329', '1111759476', '693228373', '1447938076', '1448459405', '870422896']"
1569820044,"['803781859', '1330927814', '1380156450', '1519166316', '1179683066', '1554231086', '1592424054', '1486550577', '1166891071', '1240025662', '1246135464', '1527745130']"
625077646,"['1588050022', '1294031865', '1206808067', '435046252', '896074583', '333953812', '503070194', '467289231', '878962716']"
916139408,"['1065829176', '1355611398', '994504422', '1073519274', '1411293642', '1529978898', '1528838430', '1468228336', '1539087399', '1502074325', '1609766035', '1478869766']"
1403211152,"['1500548818', '1171321498', '1453848251', '766695512', '1093423753', '1188191652', '1483716450']"
447188370,"['884009993', '1478225590', '1574268450', '1636446077', '844570015', '389801252']"
1670294930,"['1551105278', '1640052949', '1530908124', '1033896225', '1279706934', '1483761787']"
982191521,"['992779901', '1234474212', '1054274669', '909585888', '1129048381', '948600146', '1069787121', '1093150126']"
1548184995,"['1541081586', '1244261496', '1602796202', '6443951433', '1451575526', '1619917341']"
1374113194,"['1468244490', '1281770398', '1374113357', '1508968890', '6448528014', '1536352311', '1488431932', '876345983', '934267190', '1574589902', '1551611442', '1621256185']"
477793710,"['1072790695', '1577056514', '1530170223', '1197048725', '1568979347', '1388012712', '1496575423', '893952230']"
1135398319,"['589738449', '1308907291', '1458453326', '948508001', '1097708692', '999678729']"
1665428917,"['1643123391', '1624248084', '1526436386', '1595765605', '1498787032', '1669618444', '1536579599']"
587238847,"['527572895', '1054598922', '807389150', '499819758', '1296749505', '553115181', '1618174431']"
480079300,"['6444554527', '1526030150', '1587566927', '1370819508', '388932995', '1456593166']"
1479814602,"['391071343', '331259725', '1157351092', '988616225', '787130974', '438406783']"
6444297676,"['1633408539', '1616595875', '1444262031', '1466902388', '1503650045', '1215148253']"
860384719,"['672662544', '1498026624', '1191414234', '1582399093', '1562532687', '1256297930', '1571094548', '1540247980', '6446678183']"
930368978,"['1454249141', '1087897068', '1484048379', '956446341', '1401729613', '590217303', '547166701']"
1521225186,"['1494692900', '1449599979', '1503112304', '1619035018', '1562447694', '1584504085', '1483899033']"
1484623348,"['1585463501', '1228995359', '1077248962', '1205865478', '1066723192', '1261299076']"
1472343551,"['1120536875', '1479008577', '1437639705', '1564710919', '1473403116', '1236392464', '1584982913', '1446851714', '1475216610']"
1147874819,"['393499958', '673085116', '925205585', '582152066', '585173084', '592346243', '1176435331', '995221497', '1360224883', '669006959', '899929551', '1450244711']"
1531440648,"['1639284023', '1530354432', '1598296257', '1238970721', '1457657878', '1599458798', '453480684']"
1076481548,"['1184204602', '1621048004', '1502909137', '1612416639', '1602677577', '1638027598', '1028887806']"
667831823,"['1561288915', '1384094747', '461317017', '1420341442', '484501395', '1369503898', '1153972165']"
897003024,"['462186890', '1127249355', '839937335', '1525524757', '1019106496', '1070438021', '456868500', '474433226', '444442371', '1400133654', '1590302171', '1460633648']"
415854096,"['1245488989', '974428942', '1152954857', '794862904', '523091708', '1121886234']"
1276448272,"['1491310283', '640076621', '1444411068', '807389150', '1459072166', '1020572957', '1601762058']"
1490054676,"['1478202069', '1566810191', '1467699008', '1609584814', '1544011866', '1590983966', '1551337352', '828824624', '1484811477', '1509208008', '1548465497', '1567731667']"
6444461591,"['1601434613', '1544728400', '1614022293', '1568442831', '6447100610', '1397424959']"
605670941,"['382201985', '452186370', '477927812', '426340811', '1281873118', '1092031003', '1101000245', '1381319326', '1198464101', '1208322173', '889835515', '1158628103']"
1617382945,"['1339124759', '1395017367', '1384820962', '1579612395', '1381269658', '1369668984', '1492418551', '1374770476', '559798172', '1263079672', '6444711429', '1032035709']"
888483369,"['1092922894', '893122685', '805408963', '1459749978', '1124748734', '698570469']"
863882795,"['1438499909', '1438499035', '871095743', '1531067862', '1111154738', '919503025', '1374818169', '886103288']"
564760110,"['1334007420', '1291136839', '635830970', '1217371304', '542636127', '1089497855', '1139709444']"
1616113199,"['1345159029', '1403688344', '1356901540', '1338655806', '1387462487', '1604592450', '1615744942', '1602677577', '1445858252', '1522192046', '1570093460']"
899247664,"['364709193', '525463029', '466122094', '408709785', '361285480', '377298193', '1445874902', '1610958307', '1463298887', '1605445472', '1470936215', '1526335325']"
801599025,"['1039764887', '1552669477', '1567563151', '1463515976', '1541840626', '1507899865']"
1246637618,"['1271644968', '1417798260', '1324449717', '964074019', '1493930943', '973743727', '1459732493', '1536109600']"
1492397619,"['1454506905', '1477780495', '1021136726', '875654777', '1584730935', '933128780']"
1101000245,"['444934666', '458318329', '414603431', '370139302', '389481236', '1087897068', '889835515', '1198464101', '1381319326', '1208322173', '1387389046', '605670941']"
441216572,"['892311054', '995905771', '863969708', '928428882', '1488904375', '1260439908', '830302503', '1450504057', '1547106057', '1504842932', '1470901874', '439638720']"
1512943167,"['1518761723', '904548797', '1508097648', '1525669673', '590217303', '1079747494']"
1626033731,"['947274101', '992836721', '550383618', '1091150757', '1422277670', '1000547538']"
1102278218,"['1501492469', '1041319212', '1276464997', '493466318', '1180461634', '904824378']"
1341558348,"['1544014042', '1341564364', '1619935424', '1571675854', '1561718144', '1618697376', '1535175825', '1362938019', '1324858827', '1473722046', '1593981570', '1560592624']"
6445968985,"['1671566573', '6446932402', '1668622449', '1660905728', '6446898721', '6448910481']"
951610982,"['1097678299', '1215541301', '1181257230', '1540229395', '1609423977', '1264484428', '1550540905', '713517954', '899529698', '1221738240', '1432346324']"
394882663,"['807946505', '1558390933', '1634752825', '1597068687', '6445810485', '1590096905', '286262858', '722198173', '833357031', '981758488', '361319719']"
1362013798,"['493226494', '1032493819', '1381436705', '838981369', '1365011081', '777191669', '1444747920', '1497670420', '1392338617', '1057968965', '1454398991', '1141835258']"
1236176492,"['437448699', '1402007886', '1168864493', '1615379014', '871815687', '960672631', '1271273077', '560969504', '1119488990', '1058254032']"
875654777,"['416048305', '592331499', '847334708', '1014277964', '1594288016', '477678113', '1477780495', '925547507', '1386620073', '1584730935', '1492397619', '1021136726']"
796339836,"['1483763034', '1501454450', '1335477015', '1638037088', '1237086425', '1487902530', '482584954', '1033830895', '1171630304', '1141466520', '550070842']"
1093693053,"['1536375624', '1294582683', '1600425502', '506685538', '1505305358', '1488281962', '1456769842']"
342576766,"['681631863', '1176725607', '1190199403', '1100596591', '947269781', '1256297930']"
6444035732,"['6444115794', '1503129125', '1625248503', '1620528890', '494813494', '1628711546', '1542746926']"
1203736217,"['359002041', '1195673580', '1408625574', '1068472522', '1498608283', '461374277', '1279783698', '566668472', '381694252', '1014764083', '1498489424']"
1053757093,"['1113883381', '1186167184', '435921465', '1429222550', '656170799', '952710115']"
505884327,"['1537949262', '1481799950', '1505286772', '1552347616', '1493334107', '1135315759']"
623201967,"['586156969', '960154460', '485623995', '547917626', '922456579', '371680815']"
965693108,"['1184793295', '1581369802', '1523823493', '1663714054', '1344734231', '1494228011']"
486362804,"['570968326', '537206367', '880951616', '537221970', '539433943', '483110610', '474196564', '1066244587', '468079144', '652779933', '855182339']"
818237113,"['1059602107', '524637490', '663191434', '427457043', '959900028', '1487448370']"
585223877,"['579300320', '957143504', '777280890', '1406371071', '1413108902', '876345983', '477048487']"
1487597255,"['1363362566', '1560648934', '1593365939', '1381447911', '1637373957', '952653551']"
1623289549,"['1641630818', '1547205529', '1598312797', '1032277907', '929523252', '1489090807', '1210236239', '766146107']"
980020943,"['406170251', '687625208', '1003715695', '389793068', '557839389', '523301695', '453405026', '842407312', '1060011393', '956077224', '597131936', '557509598']"
1037725396,"['1216580716', '1505907916', '1080260996', '1508498965', '960510994', '1031850413', '1532002403', '1556585122']"
434212566,"['1611155366', '399423833', '1098628542', '1007812319', '987065303', '1133056767', '1494259129']"
1480478423,"['1091127699', '532464577', '375634597', '1001058738', '951457811', '356023612', '586156969']"
598257382,"['582900419', '852246701', '907333142', '914754109', '1099063077', '1433283612', '1281462422', '1030674556', '771375225', '1340641916', '1228995359', '1489311475']"
518213356,"['1181258391', '933106331', '427457043', '1116025300', '880576601', '1441611543']"
1272049393,"['595482076', '1438044775', '334634432', '704237014', '1197885834', '515673004']"
966807283,"['1530538997', '1372514608', '1498413441', '1222292970', '427597421', '1546172998', '1517372062']"
672984826,"['1459101810', '1241204798', '987381870', '1273698225', '952685843', '793040736', '507967709']"
1620528890,"['1529761008', '1663498485', '6444094813', '1503129125', '1542746926', '1628711546', '1590305353', '1244142051']"
1521217278,"['1393951223', '992762663', '804658968', '1578991466', '1597741571', '1197956810', '1168928180', '1149186410', '1439390282', '946620973', '1439290777']"
1527361278,"['1552320685', '1408489458', '1576806683', '6447462977', '6449732877', '1632008734', '1541579610', '1507879856', '898568936', '1550897942', '941067217', '1289105622']"
908717824,"['429177928', '488030828', '584808082', '1112482869', '1186728253', '450993079', '532457588', '1480870669', '599836194', '1487494580', '400796680', '1383297740']"
1600622338,"['1500212730', '1600481932', '1488910190', '1581421417', '1511257784', '1523648221', '1600837891', '1206731177', '991718070', '1519581454']"
